Id,SalePrice
1461,120644.21101719598
1462,163660.43341353606
1463,185189.84552149798
1464,195366.26234557867
1465,193238.9780053675
1466,170791.8376710692
1467,176239.80801264424
1468,161719.85689426173
1469,186262.1135408255
1470,128861.24114895244
1471,192292.180544178
1472,103943.26819938017
1473,101248.38602706796
1474,143332.50270417536
1475,115512.49013326298
1476,363117.4987311907
1477,246694.73274812743
1478,295315.9231957649
1479,299009.9978454645
1480,484862.31631623104
1481,326304.16245111683
1482,207516.01978966396
1483,177907.7980466801
1484,170167.9590404504
1485,187768.2431552898
1486,193675.8784734013
1487,340171.06784246105
1488,228716.4090859623
1489,202499.36997551538
1490,228138.10588641616
1491,189869.32156263356
1492,86003.22093909467
1493,199253.26004538126
1494,290342.09983538
1495,285862.2000572739
1496,234188.47962692287
1497,181343.63691528316
1498,171592.08378618263
1499,166738.75690075275
1500,164950.63139459194
1501,178643.6076725275
1502,153548.14997766863
1503,276574.7830656203
1504,249031.236026089
1505,225774.30988182256
1506,187644.73839794524
1507,261353.67290107993
1508,201394.94673928292
1509,163493.78008618628
1510,152094.97529059305
1511,153417.59939533775
1512,168766.65616837633
1513,152710.08796385792
1514,160306.3148591958
1515,182970.63350721722
1516,151781.32908937766
1517,163959.976655308
1518,132492.3948604038
1519,223996.89922158283
1520,135086.87772562105
1521,135990.99100646295
1522,175261.95209113427
1523,117144.181005414
1524,114359.98498685285
1525,123305.44982101726
1526,112611.58032171542
1527,101839.21975277562
1528,136986.10986897908
1529,149840.5121544839
1530,180036.02820314738
1531,108129.99447662506
1532,91430.44950778453
1533,137036.36977274547
1534,121585.05387534773
1535,152196.84276439087
1536,110316.51012455161
1537,66605.16230715503
1538,143021.4707941957
1539,189917.78637840244
1540,93087.63570625764
1541,137854.6899476003
1542,151538.07720765774
1543,175785.36067048175
1544,72809.68567106489
1545,113318.81687986536
1546,137504.28497959033
1547,129034.56984133142
1548,132838.75846281162
1549,118973.38627872945
1550,138953.33629732707
1551,114252.15550991613
1552,143226.26987936065
1553,147688.83510514232
1554,116212.6465010905
1555,164164.19089043164
1556,88726.064295519
1557,94379.1755555096
1558,105818.61647868223
1559,82236.56641241335
1560,123125.52073240906
1561,134850.0931417818
1562,127116.07458744725
1563,126665.52762983023
1564,160056.0338438198
1565,152332.93463770405
1566,232887.76604430654
1567,80418.73347283844
1568,242061.38743123453
1569,133444.61887485592
1570,134754.5952554727
1571,110501.37159499027
1572,138288.57990573536
1573,233393.4127972808
1574,125775.25232645147
1575,235020.34681031277
1576,235367.2700740682
1577,191565.71712854045
1578,134911.0105302935
1579,142910.77293446043
1580,189011.4065497225
1581,152277.27036641532
1582,124493.04326209181
1583,298526.558547722
1584,225877.71470865136
1585,142096.40973435788
1586,70071.48315250286
1587,106861.90222864333
1588,154449.40894807474
1589,97430.41459368601
1590,131581.17663548872
1591,95494.65622851945
1592,108520.38185487616
1593,124788.96124151493
1594,129907.41564703538
1595,124884.33405811459
1596,235824.07794090334
1597,193469.45714238234
1598,224149.62906003976
1599,175517.84037621476
1600,168467.72870076034
1601,69850.24539562635
1602,122735.5942757278
1603,72753.39320114911
1604,275262.0494318829
1605,236664.3285718609
1606,163784.0718242413
1607,178213.20915676432
1608,215859.5926261211
